 0 0,0 25,25 181,163,127,255
 1 0,25 25,50 181,163,127,255
 2 0,50 25,75 150,126,90,255
 3 0,75 25,100 16,14,17,255
 4 0,100 25,125 16,14,17,255
 5 0,125 25,150 16,14,17,255
 6 0,150 25,175 181,163,127,255
 7 0,175 25,200 16,14,17,255
 8 0,200 25,225 181,163,127,255
 9 0,225 25,250 16,14,17,255
 10 0,250 25,275 16,14,17,255
 11 0,275 25,300 181,163,127,255
 12 0,300 25,325 181,163,127,255
 13 0,325 25,350 181,163,127,255
 14 0,350 25,375 181,163,127,255
 15 0,375 25,400 150,126,90,255
 16 25,0 50,25 16,14,17,255
 17 25,25 50,50 77,66,47,255
 18 25,50 50,75 16,14,17,255
 19 25,75 50,100 150,126,90,255
 20 25,100 50,125 150,126,90,255
 21 25,125 50,150 150,126,90,255
 22 25,150 50,175 77,66,47,255
 23 25,175 50,200 16,14,17,255
 24 25,200 50,225 150,126,90,255
 25 25,225 50,250 77,66,47,255
 26 25,250 50,275 77,66,47,255
 27 25,275 50,300 181,163,127,255
 28 25,300 50,325 181,163,127,255
 29 25,325 50,350 77,66,47,255
 30 25,350 50,375 16,14,17,255
 31 25,375 50,400 181,163,127,255
 32 50,0 75,25 77,66,47,255
 33 50,25 75,50 16,14,17,255
 34 50,50 75,75 77,66,47,255
 35 50,75 75,100 77,66,47,255
 36 50,100 75,125 16,14,17,255
 37 50,125 75,150 77,66,47,255
 38 50,150 75,175 16,14,17,255
 39 50,175 75,200 181,163,127,255
 40 50,200 75,225 181,163,127,255
 41 50,225 75,250 181,163,127,255
 42 50,250 75,275 181,163,127,255
 43 50,275 75,300 150,126,90,255
 44 50,300 75,325 16,14,17,255
 45 50,325 75,350 77,66,47,255
 46 50,350 75,375 150,126,90,255
 47 50,375 75,400 16,14,17,255
 48 75,0 100,25 16,14,17,255
 49 75,25 100,50 181,163,127,255
 50 75,50 100,75 77,66,47,255
 51 75,75 100,100 150,126,90,255
 52 75,100 100,125 77,66,47,255
 53 75,125 100,150 150,126,90,255
 54 75,150 100,175 150,126,90,255
 55 75,175 100,200 77,66,47,255
 56 75,200 100,225 16,14,17,255
 57 75,225 100,250 16,14,17,255
 58 75,250 100,275 77,66,47,255
 59 75,275 100,300 77,66,47,255
 60 75,300 100,325 150,126,90,255
 61 75,325 100,350 150,126,90,255
 62 75,350 100,375 181,163,127,255
 63 75,375 100,400 150,126,90,255
 64 100,0 125,25 77,66,47,255
 65 100,25 125,50 150,126,90,255
 66 100,50 125,75 77,66,47,255
 67 100,75 125,100 77,66,47,255
 68 100,100 125,125 181,163,127,255
 69 100,125 125,150 181,163,127,255
 70 100,150 125,175 77,66,47,255
 71 100,175 125,200 77,66,47,255
 72 100,200 125,225 77,66,47,255
 73 100,225 125,250 77,66,47,255
 74 100,250 125,275 150,126,90,255
 75 100,275 125,300 181,163,127,255
 76 100,300 125,325 16,14,17,255
 77 100,325 125,350 150,126,90,255
 78 100,350 125,375 181,163,127,255
 79 100,375 125,400 181,163,127,255
 80 125,0 150,25 150,126,90,255
 81 125,25 150,50 16,14,17,255
 82 125,50 150,75 77,66,47,255
 83 125,75 150,100 150,126,90,255
 84 125,100 150,125 77,66,47,255
 85 125,125 150,150 77,66,47,255
 86 125,150 150,175 77,66,47,255
 87 125,175 150,200 181,163,127,255
 88 125,200 150,225 77,66,47,255
 89 125,225 150,250 181,163,127,255
 90 125,250 150,275 16,14,17,255
 91 125,275 150,300 77,66,47,255
 92 125,300 150,325 181,163,127,255
 93 125,325 150,350 77,66,47,255
 94 125,350 150,375 150,126,90,255
 95 125,375 150,400 77,66,47,255
 96 150,0 175,25 181,163,127,255
 97 150,25 175,50 150,126,90,255
 98 150,50 175,75 181,163,127,255
 99 150,75 175,100 77,66,47,255
 100 150,100 175,125 150,126,90,255
 101 150,125 175,150 181,163,127,255
 102 150,150 175,175 77,66,47,255
 103 150,175 175,200 150,126,90,255
 104 150,200 175,225 181,163,127,255
 105 150,225 175,250 150,126,90,255
 106 150,250 175,275 181,163,127,255
 107 150,275 175,300 181,163,127,255
 108 150,300 175,325 77,66,47,255
 109 150,325 175,350 150,126,90,255
 110 150,350 175,375 77,66,47,255
 111 150,375 175,400 181,163,127,255
 112 175,0 200,25 150,126,90,255
 113 175,25 200,50 181,163,127,255
 114 175,50 200,75 181,163,127,255
 115 175,75 200,100 77,66,47,255
 116 175,100 200,125 181,163,127,255
 117 175,125 200,150 150,126,90,255
 118 175,150 200,175 16,14,17,255
