 0 0,0 25,25 206,225,244,255
 1 0,25 25,50 136,137,185,255
 2 0,50 25,75 251,205,89,255
 3 0,75 25,100 255,255,255,255
 4 0,100 25,125 136,137,185,255
 5 0,125 25,150 206,225,244,255
 6 0,150 25,175 255,255,255,255
 7 0,175 25,200 255,255,255,255
 8 0,200 25,225 136,137,185,255
 9 0,225 25,250 255,255,255,255
 10 0,250 25,275 136,137,185,255
 11 0,275 25,300 206,225,244,255
 12 0,300 25,325 136,137,185,255
 13 0,325 25,350 206,225,244,255
 14 0,350 25,375 206,225,244,255
 15 0,375 25,400 206,225,244,255
 16 25,0 50,25 136,137,185,255
 17 25,25 50,50 206,225,244,255
 18 25,50 50,75 251,205,89,255
 19 25,75 50,100 206,225,244,255
 20 25,100 50,125 251,205,89,255
 21 25,125 50,150 251,205,89,255
 22 25,150 50,175 255,255,255,255
 23 25,175 50,200 251,205,89,255
 24 25,200 50,225 251,205,89,255
 25 25,225 50,250 136,137,185,255
 26 25,250 50,275 255,255,255,255
 27 25,275 50,300 206,225,244,255
 28 25,300 50,325 251,205,89,255
 29 25,325 50,350 255,255,255,255
 30 25,350 50,375 255,255,255,255
 31 25,375 50,400 206,225,244,255
 32 50,0 75,25 251,205,89,255
 33 50,25 75,50 255,255,255,255
 34 50,50 75,75 206,225,244,255
 35 50,75 75,100 206,225,244,255
 36 50,100 75,125 136,137,185,255
 37 50,125 75,150 255,255,255,255
 38 50,150 75,175 206,225,244,255
 39 50,175 75,200 255,255,255,255
 40 50,200 75,225 136,137,185,255
 41 50,225 75,250 206,225,244,255
 42 50,250 75,275 136,137,185,255
 43 50,275 75,300 136,137,185,255
 44 50,300 75,325 136,137,185,255
 45 50,325 75,350 255,255,255,255
 46 50,350 75,375 251,205,89,255
 47 50,375 75,400 255,255,255,255
 48 75,0 100,25 251,205,89,255
 49 75,25 100,50 251,205,89,255
 50 75,50 100,75 206,225,244,255
 51 75,75 100,100 206,225,244,255
 52 75,100 100,125 251,205,89,255
 53 75,125 100,150 136,137,185,255
 54 75,150 100,175 206,225,244,255
 55 75,175 100,200 251,205,89,255
 56 75,200 100,225 206,225,244,255
 57 75,225 100,250 136,137,185,255
 58 75,250 100,275 251,205,89,255
 59 75,275 100,300 136,137,185,255
 60 75,300 100,325 251,205,89,255
 61 75,325 100,350 255,255,255,255
 62 75,350 100,375 206,225,244,255
 63 75,375 100,400 136,137,185,255
 64 100,0 125,25 206,225,244,255
 65 100,25 125,50 255,255,255,255
 66 100,50 125,75 206,225,244,255
 67 100,75 125,100 136,137,185,255
 68 100,100 125,125 206,225,244,255
 69 100,125 125,150 206,225,244,255
 70 100,150 125,175 136,137,185,255
 71 100,175 125,200 251,205,89,255
 72 100,200 125,225 136,137,185,255
 73 100,225 125,250 206,225,244,255
 74 100,250 125,275 136,137,185,255
 75 100,275 125,300 251,205,89,255
 76 100,300 125,325 136,137,185,255
 77 100,325 125,350 136,137,185,255
 78 100,350 125,375 136,137,185,255
 79 100,375 125,400 251,205,89,255
 80 125,0 150,25 136,137,185,255
 81 125,25 150,50 255,255,255,255
 82 125,50 150,75 136,137,185,255
 83 125,75 150,100 251,205,89,255
 84 125,100 150,125 251,205,89,255
 85 125,125 150,150 251,205,89,255
 86 125,150 150,175 255,255,255,255
 87 125,175 150,200 136,137,185,255
 88 125,200 150,225 251,205,89,255
 89 125,225 150,250 136,137,185,255
 90 125,250 150,275 136,137,185,255
 91 125,275 150,300 206,225,244,255
 92 125,300 150,325 206,225,244,255
 93 125,325 150,350 136,137,185,255
 94 125,350 150,375 255,255,255,255
 95 125,375 150,400 206,225,244,255
 96 150,0 175,25 255,255,255,255
 97 150,25 175,50 255,255,255,255
 98 150,50 175,75 136,137,185,255
 99 150,75 175,100 206,225,244,255
 100 150,100 175,125 206,225,244,255
 101 150,125 175,150 255,255,255,255
 102 150,150 175,175 255,255,255,255
 103 150,175 175,200 206,225,244,255
 104 150,200 175,225 136,137,185,255
 105 150,225 175,250 251,205,89,255
 106 150,250 175,275 136,137,185,255
 107 150,275 175,300 251,205,89,255
 108 150,300 175,325 136,137,185,255
 109 150,325 175,350 136,137,185,255
 110 150,350 175,375 255,255,255,255
 111 150,375 175,400 251,205,89,255
 112 175,0 200,25 251,205,89,255
 113 175,25 200,50 255,255,255,255
 114 175,50 200,75 206,225,244,255
 115 175,75 200,100 251,205,89,255
 116 175,100 200,125 255,255,255,255
 117 175,125 200,150 255,255,255,255
 118 175,150 200,175 136,137,185,255
 119 175,175 200,200 136,137,185,255
 120 175,200 200,225 255,255,255,255
 121 175,225 200,250 251,205,89,255
 122 175,250 200,275 251,205,89,255
 123 175,275 200,300 206,225,244,255
 124 175,300 200,325 251,205,89,255
 125 175,325 200,350 251,205,89,255
 126 175,350 200,375 255,255,255,255
 127 175,375 200,400 206,225,244,255
 128 200,0 225,25 251,205,89,255
 129 200,25 225,50 206,225,244,255
 130 200,50 225,75 255,255,255,255
 131 200,75 225,100 136,137,185,255
 132 200,100 225,125 255,255,255,255
 133 200,125 225,150 255,255,255,255
 134 200,150 225,175 136,137,185,255
 135 200,175 225,200 136,137,185,255
 136 200,200 225,225 255,255,255,255
 137 200,225 225,250 206,225,244,255
 138 200,250 225,275 251,205,89,255
 139 200,275 225,300 255,255,255,255
 140 200,300 225,325 251,205,89,255
 141 200,325 225,350 136,137,185,255
 142 200,350 225,375 136,137,185,255
 143 200,375 225,400 255,255,255,255
 144 225,0 250,25 136,137,185,255
 145 225,25 250,50 136,137,185,255
 146 225,50 250,75 136,137,185,255
 147 225,75 250,100 206,225,244,255
 148 225,100 250,125 206,225,244,255
 149 225,125 250,150 255,255,255,255
 150 225,150 250,175 255,255,255,255
 151 225,175 250,200 206,225,244,255
 152 225,200 250,225 255,255,255,255
 153 225,225 250,250 255,255,255,255
 154 225,250 250,275 255,255,255,255
 155 225,275 250,300 206,225,244,255
 156 225,300 250,325 255,255,255,255
 157 225,325 250,350 251,205,89,255
 158 225,350 250,375 206,225,244,255
 159 225,375 250,400 251,205,89,255
 160 250,0 275,25 136,137,185,255
 161 250,25 275,50 206,225,244,255
 162 250,50 275,75 251,205,89,255
 163 250,75 275,100 136,137,185,255
 164 250,100 275,125 251,205,89,255
 165 250,125 275,150 251,205,89,255
 166 250,150 275,175 136,137,185,255
 167 250,175 275,200 255,255,255,255
 168 250,200 275,225 251,205,89,255
 169 250,225 275,250 136,137,185,255
 170 250,250 275,275 255,255,255,255
 171 250,275 275,300 136,137,185,255
 172 250,300 275,325 136,137,185,255
 173 250,325 275,350 251,205,89,255
 174 250,350 275,375 136,137,185,255
 175 250,375 275,400 136,137,185,255
 176 275,0 300,25 136,137,185,255
 177 275,25 300,50 206,225,244,255
 178 275,50 300,75 206,225,244,255
 179 275,75 300,100 251,205,89,255
 180 275,100 300,125 251,205,89,255
 181 275,125 300,150 251,205,89,255
 182 275,150 300,175 251,205,89,255
 183 275,175 300,200 255,255,255,255
 184 275,200 300,225 206,225,244,255
 185 275,225 300,250 206,225,244,255
 186 275,250 300,275 255,255,255,255
 187 275,275 300,300 206,225,244,255
 188 275,300 300,325 251,205,89,255
 189 275,325 300,350 251,205,89,255
 190 275,350 300,375 255,255,255,255
 191 275,375 300,400 206,225,244,255
 192 300,0 325,25 136,137,185,255
 193 300,25 325,50 251,205,89,255
 194 300,50 325,75 251,205,89,255
 195 300,75 325,100 136,137,185,255
 196 300,100 325,125 136,137,185,255
 197 300,125 325,150 136,137,185,255
 198 300,150 325,175 251,205,89,255
 199 300,175 325,200 136,137,185,255
 200 300,200 325,225 251,205,89,255
 201 300,225 325,250 206,225,244,255
 202 300,250 325,275 251,205,89,255
 203 300,275 325,300 136,137,185,255
 204 300,300 325,325 255,255,255,255
 205 300,325 325,350 255,255,255,255
 206 300,350 325,375 251,205,89,255
 207 300,375 325,400 255,255,255,255
 208 325,0 350,25 136,137,185,255
 209 325,25 350,50 251,205,89,255
 210 325,50 350,75 136,137,185,255
 211 325,75 350,100 251,205,89,255
 212 325,100 350,125 206,225,244,255
 213 325,125 350,150 206,225,244,255
 214 325,150 350,175 136,137,185,255
 215 325,175 350,200 136,137,185,255
 216 325,200 350,225 206,225,244,255
 217 325,225 350,250 136,137,185,255
 218 325,250 350,275 251,205,89,255
 219 325,275 350,300 136,137,185,255
 220 325,300 350,325 251,205,89,255
 221 325,325 350,350 255,255,255,255
 222 325,350 350,375 206,225,244,255
 223 325,375 350,400 255,255,255,255
 224 350,0 375,25 136,137,185,255
 225 350,25 375,50 251,205,89,255
 226 350,50 375,75 255,255,255,255
 227 350,75 375,100 255,255,255,255
 228 350,100 375,125 206,225,244,255
 229 350,125 375,150 206,225,244,255
 230 350,150 375,175 255,255,255,255
 231 350,175 375,200 251,205,89,255
 232 350,200 375,225 136,137,185,255
 233 350,225 375,250 136,137,185,255
 234 350,250 375,275 206,225,244,255
 235 350,275 375,300 251,205,89,255
 236 350,300 375,325 255,255,255,255
 237 350,325 375,350 206,225,244,255
 238 350,350 375,375 255,255,255,255
 239 350,375 375,400 206,225,244,255
 240 375,0 400,25 136,137,185,255
 241 375,25 400,50 136,137,185,255
 242 375,50 400,75 251,205,89,255
 243 375,75 400,100 255,255,255,255
 244 375,100 400,125 255,255,255,255
 245 375,125 400,150 251,205,89,255
 246 375,150 400,175 251,205,89,255
 247 375,175 400,200 255,255,255,255
 248 375,200 400,225 251,205,89,255
 249 375,225 400,250 206,225,244,255
 250 375,250 400,275 136,137,185,255
 251 375,275 400,300 251,205,89,255
 252 375,300 400,325 251,205,89,255
 253 375,325 400,350 251,205,89,255
 254 375,350 400,375 206,225,244,255
 255 375,375 400,400 136,137,185,255    
