 0 0,0 25,25 33,16,12,255
 1 0,25 25,50 70,132,93,255
 2 0,50 25,75 191,134,109,255
 3 0,75 25,100 33,16,12,255
 4 0,100 25,125 191,134,109,255
 5 0,125 25,150 70,132,93,255
 6 0,150 25,175 191,134,109,255
 7 0,175 25,200 70,132,93,255
 8 0,200 25,225 143,56,18,255
 9 0,225 25,250 70,132,93,255
 10 0,250 25,275 70,132,93,255
 11 0,275 25,300 33,16,12,255
 12 0,300 25,325 33,16,12,255
 13 0,325 25,350 143,56,18,255
 14 0,350 25,375 143,56,18,255
 15 0,375 25,400 70,132,93,255
 16 25,0 50,25 143,56,18,255
 17 25,25 50,50 143,56,18,255
 18 25,50 50,75 33,16,12,255
 19 25,75 50,100 70,132,93,255
 20 25,100 50,125 33,16,12,255
 21 25,125 50,150 70,132,93,255
 22 25,150 50,175 191,134,109,255
 23 25,175 50,200 70,132,93,255
 24 25,200 50,225 33,16,12,255
 25 25,225 50,250 191,134,109,255
 26 25,250 50,275 143,56,18,255
 27 25,275 50,300 143,56,18,255
 28 25,300 50,325 70,132,93,255
 29 25,325 50,350 70,132,93,255
 30 25,350 50,375 143,56,18,255
 31 25,375 50,400 143,56,18,255
 32 50,0 75,25 191,134,109,255
 33 50,25 75,50 143,56,18,255
 34 50,50 75,75 191,134,109,255
 35 50,75 75,100 33,16,12,255
 36 50,100 75,125 70,132,93,255
 37 50,125 75,150 191,134,109,255
 38 50,150 75,175 33,16,12,255
 39 50,175 75,200 70,132,93,255
 40 50,200 75,225 143,56,18,255
 41 50,225 75,250 191,134,109,255
 42 50,250 75,275 33,16,12,255
 43 50,275 75,300 191,134,109,255
 44 50,300 75,325 191,134,109,255
 45 50,325 75,350 33,16,12,255
 46 50,350 75,375 143,56,18,255
 47 50,375 75,400 191,134,109,255
 48 75,0 100,25 33,16,12,255
 49 75,25 100,50 143,56,18,255
 50 75,50 100,75 70,132,93,255
 51 75,75 100,100 191,134,109,255
 52 75,100 100,125 70,132,93,255
 53 75,125 100,150 191,134,109,255
 54 75,150 100,175 70,132,93,255
 55 75,175 100,200 191,134,109,255
 56 75,200 100,225 70,132,93,255
 57 75,225 100,250 70,132,93,255
 58 75,250 100,275 191,134,109,255
 59 75,275 100,300 191,134,109,255
 60 75,300 100,325 143,56,18,255
 61 75,325 100,350 143,56,18,255
 62 75,350 100,375 33,16,12,255
 63 75,375 100,400 70,132,93,255
 64 100,0 125,25 191,134,109,255
 65 100,25 125,50 191,134,109,255
 66 100,50 125,75 33,16,12,255
 67 100,75 125,100 143,56,18,255
 68 100,100 125,125 33,16,12,255
 69 100,125 125,150 70,132,93,255
 70 100,150 125,175 33,16,12,255
 71 100,175 125,200 70,132,93,255
 72 100,200 125,225 70,132,93,255
 73 100,225 125,250 143,56,18,255
 74 100,250 125,275 33,16,12,255
 75 100,275 125,300 143,56,18,255
 76 100,300 125,325 143,56,18,255
 77 100,325 125,350 191,134,109,255
 78 100,350 125,375 191,134,109,255
 79 100,375 125,400 191,134,109,255
 80 125,0 150,25 143,56,18,255
 81 125,25 150,50 191,134,109,255
 82 125,50 150,75 143,56,18,255
 83 125,75 150,100 33,16,12,255
 84 125,100 150,125 33,16,12,255
 85 125,125 150,150 70,132,93,255
 86 125,150 150,175 143,56,18,255
 87 125,175 150,200 33,16,12,255
 88 125,200 150,225 143,56,18,255
 89 125,225 150,250 191,134,109,255
 90 125,250 150,275 33,16,12,255
 91 125,275 150,300 33,16,12,255
 92 125,300 150,325 33,16,12,255
 93 125,325 150,350 191,134,109,255
 94 125,350 150,375 70,132,93,255
 95 125,375 150,400 33,16,12,255
 96 150,0 175,25 191,134,109,255
 97 150,25 175,50 70,132,93,255
 98 150,50 175,75 191,134,109,255
 99 150,75 175,100 33,16,12,255
 100 150,100 175,125 33,16,12,255
 101 150,125 175,150 191,134,109,255
 102 150,150 175,175 70,132,93,255
 103 150,175 175,200 143,56,18,255
 104 150,200 175,225 191,134,109,255
 105 150,225 175,250 70,132,93,255
 106 150,250 175,275 70,132,93,255
 107 150,275 175,300 191,134,109,255
 108 150,300 175,325 33,16,12,255
 109 150,325 175,350 191,134,109,255
 110 150,350 175,375 143,56,18,255
 111 150,375 175,400 70,132,93,255
 112 175,0 200,25 191,134,109,255
 113 175,25 200,50 191,134,109,255
 114 175,50 200,75 191,134,109,255
 115 175,75 200,100 33,16,12,255
 116 175,100 200,125 191,134,109,255
 117 175,125 200,150 70,132,93,255
 118 175,150 200,175 70,132,93,255
 119 175,175 200,200 70,132,93,255
 120 175,200 200,225 33,16,12,255
 121 175,225 200,250 143,56,18,255
 122 175,250 200,275 70,132,93,255
 123 175,275 200,300 191,134,109,255
 124 175,300 200,325 143,56,18,255
 125 175,325 200,350 191,134,109,255
 126 175,350 200,375 143,56,18,255
 127 175,375 200,400 143,56,18,255
 128 200,0 225,25 191,134,109,255
 129 200,25 225,50 33,16,12,255
 130 200,50 225,75 191,134,109,255
 131 200,75 225,100 33,16,12,255
 132 200,100 225,125 70,132,93,255
 133 200,125 225,150 33,16,12,255
 134 200,150 225,175 191,134,109,255
 135 200,175 225,200 33,16,12,255
 136 200,200 225,225 70,132,93,255
 137 200,225 225,250 33,16,12,255
 138 200,250 225,275 70,132,93,255
 139 200,275 225,300 70,132,93,255
 140 200,300 225,325 70,132,93,255
 141 200,325 225,350 191,134,109,255
 142 200,350 225,375 33,16,12,255
 143 200,375 225,400 143,56,18,255
 144 225,0 250,25 70,132,93,255
 145 225,25 250,50 191,134,109,255
 146 225,50 250,75 191,134,109,255
 147 225,75 250,100 143,56,18,255
 148 225,100 250,125 143,56,18,255
 149 225,125 250,150 70,132,93,255
 150 225,150 250,175 70,132,93,255
 151 225,175 250,200 33,16,12,255
 152 225,200 250,225 191,134,109,255
 153 225,225 250,250 33,16,12,255
 154 225,250 250,275 70,132,93,255
 155 225,275 250,300 33,16,12,255
 156 225,300 250,325 191,134,109,255
 157 225,325 250,350 191,134,109,255
 158 225,350 250,375 33,16,12,255
 159 225,375 250,400 70,132,93,255
 160 250,0 275,25 191,134,109,255
 161 250,25 275,50 191,134,109,255
 162 250,50 275,75 70,132,93,255
 163 250,75 275,100 191,134,109,255
 164 250,100 275,125 33,16,12,255
 165 250,125 275,150 143,56,18,255
 166 250,150 275,175 70,132,93,255
 167 250,175 275,200 70,132,93,255
 168 250,200 275,225 33,16,12,255
 169 250,225 275,250 143,56,18,255
 170 250,250 275,275 33,16,12,255
 171 250,275 275,300 33,16,12,255
 172 250,300 275,325 70,132,93,255
 173 250,325 275,350 70,132,93,255
 174 250,350 275,375 70,132,93,255
 175 250,375 275,400 33,16,12,255
 176 275,0 300,25 143,56,18,255
 177 275,25 300,50 70,132,93,255
 178 275,50 300,75 191,134,109,255
 179 275,75 300,100 70,132,93,255
 180 275,100 300,125 33,16,12,255
 181 275,125 300,150 70,132,93,255
 182 275,150 300,175 191,134,109,255
 183 275,175 300,200 33,16,12,255
 184 275,200 300,225 143,56,18,255
 185 275,225 300,250 143,56,18,255
 186 275,250 300,275 70,132,93,255
 187 275,275 300,300 191,134,109,255
 188 275,300 300,325 191,134,109,255
 189 275,325 300,350 33,16,12,255
 190 275,350 300,375 143,56,18,255
 191 275,375 300,400 70,132,93,255
 192 300,0 325,25 143,56,18,255
 193 300,25 325,50 191,134,109,255
 194 300,50 325,75 33,16,12,255
 195 300,75 325,100 191,134,109,255
 196 300,100 325,125 33,16,12,255
 197 300,125 325,150 70,132,93,255
 198 300,150 325,175 191,134,109,255
 199 300,175 325,200 33,16,12,255
 200 300,200 325,225 191,134,109,255
 201 300,225 325,250 191,134,109,255
 202 300,250 325,275 70,132,93,255
 203 300,275 325,300 70,132,93,255
 204 300,300 325,325 33,16,12,255
 205 300,325 325,350 143,56,18,255
 206 300,350 325,375 70,132,93,255
 207 300,375 325,400 33,16,12,255
 208 325,0 350,25 191,134,109,255
 209 325,25 350,50 191,134,109,255
 210 325,50 350,75 70,132,93,255
 211 325,75 350,100 33,16,12,255
 212 325,100 350,125 33,16,12,255
 213 325,125 350,150 191,134,109,255
 214 325,150 350,175 33,16,12,255
 215 325,175 350,200 191,134,109,255
 216 325,200 350,225 33,16,12,255
 217 325,225 350,250 191,134,109,255
 218 325,250 350,275 33,16,12,255
 219 325,275 350,300 191,134,109,255
 220 325,300 350,325 70,132,93,255
 221 325,325 350,350 191,134,109,255
 222 325,350 350,375 33,16,12,255
 223 325,375 350,400 191,134,109,255
 224 350,0 375,25 33,16,12,255
 225 350,25 375,50 33,16,12,255
 226 350,50 375,75 70,132,93,255
 227 350,75 375,100 191,134,109,255
 228 350,100 375,125 143,56,18,255
 229 350,125 375,150 33,16,12,255
 230 350,150 375,175 33,16,12,255
 231 350,175 375,200 33,16,12,255
 232 350,200 375,225 191,134,109,255
 233 350,225 375,250 191,134,109,255
 234 350,250 375,275 33,16,12,255
 235 350,275 375,300 33,16,12,255
 236 350,300 375,325 70,132,93,255
 237 350,325 375,350 191,134,109,255
 238 350,350 375,375 191,134,109,255
 239 350,375 375,400 143,56,18,255
 240 375,0 400,25 33,16,12,255
 241 375,25 400,50 70,132,93,255
 242 375,50 400,75 70,132,93,255
 243 375,75 400,100 70,132,93,255
 244 375,100 400,125 143,56,18,255
 245 375,125 400,150 191,134,109,255
 246 375,150 400,175 70,132,93,255
 247 375,175 400,200 191,134,109,255
 248 375,200 400,225 143,56,18,255
 249 375,225 400,250 191,134,109,255
 250 375,250 400,275 143,56,18,255
 251 375,275 400,300 70,132,93,255
 252 375,300 400,325 70,132,93,255
 253 375,325 400,350 143,56,18,255
 254 375,350 400,375 33,16,12,255
 255 375,375 400,400 143,56,18,255    
